시군구명,시설명,시설주소,시설종류명(시설유형),정원(수용인원),현인원,X,Y
관악구,두레네집공동생활가정,서울특별시 관악구 법원단지길 97-3,(장애인) 장애인공동생활가정,4.0,4.0,193121.69216547735,541710.9727206144
중랑구,중랑구립직업재활센터,서울특별시 중랑구 숙선옹주로9길 55(묵동),(장애인) 장애인보호작업장,50.0,43.0,207389.1814411387,557529.811769767
송파구,송파인성장애인복지관,서울특별시 송파구 마천로61길 26송파인성장애인복지관,(장애인) 장애인복지관,0.0,0.0,213722.67509519728,543836.216328504
서초구,사랑의복지관,서울특별시 서초구 강남대로 65길 19  ,(장애인) 장애인복지관,,237.0,202121.4186263186,544489.56599351
성북구,성북장애인복지관,서울특별시 성북구 화랑로 130　,(장애인) 장애인복지관,,280.0,204029.8497856712,556104.6163144886
강북구,한빛맹아원,서울특별시 강북구 삼양로73가길 47삼양로73가길 47,(장애인) 장애유형별거주시설,60.0,48.0,201385.57797528277,558720.5569916725
금천구,하누리주간보호센터,서울특별시 금천구 시흥대로2길57 (시흥동),(장애인) 장애인주간보호시설,18.0,15.0,191718.5614290371,537319.732085277
강북구,헬렌켈러의집단기거주시설,"서울특별시 강북구 삼양로91가길 8 (수유동, js홈타운) 2동 302, 401, 402호",(장애인) 장애인단기거주시설,10.0,10.0,201397.30184130045,559656.1341434178
강북구,헬렌켈러의집주간보호,서울특별시 강북구 삼양로80길 73층,(장애인) 장애인주간보호시설,10.0,11.0,201924.4224553732,559133.2902834235
서초구,다니엘사랑이용센터,서울특별시 서초구 헌릉로468길 21-16 (내곡동)(내곡동),(장애인) 장애인주간보호시설,10.0,10.0,208142.37070066461,540115.6482698756
서초구,다니엘의집3호,"서울특별시 서초구 신반포로43길 154층401호 (잠원동, 동양텔)(잠원동, 동양텔)",(장애인) 장애인공동생활가정,4.0,4.0,201529.30249769002,545743.5353790065
서대문구,다솜장애인공동생활가정,서울특별시 서대문구 가재울로6길 16101동 301호 (남가좌동),(장애인) 장애인공동생활가정,4.0,4.0,193180.0357405951,552680.8941551619
서대문구,아이티장애인공동생활가정,"서울특별시 서대문구 연희로41길 61-061  가동 201호,302호",(장애인) 장애인공동생활가정,4.0,4.0,194253.4992908453,554631.6285034001
서대문구,다솜장애인주간보호센터,서울특별시 서대문구 증가로4길 531층,(장애인) 장애인주간보호시설,15.0,15.0,193610.36770924335,553104.572384063
양천구,신목장애인주간보호시설,서울특별시 양천구 신목로 5(신정2동1278-1),(장애인) 장애인주간보호시설,20.0,20.0,189086.731862442,546391.1287854445
강북구,디딤자리,서울특별시 강북구 덕릉로12길 13(수유동),(장애인) 장애영유아거주시설,30.0,29.0,201441.15042629646,559307.2347994281
강동구,너울자리,서울특별시 강동구 동남로85길 153층,(장애인) 장애인공동생활가정,4.0,4.0,213602.4971877893,551312.1789869557
강동구,보금자리,서울특별시 강동구 동남로85길 154층,(장애인) 장애인공동생활가정,4.0,3.0,213602.4971877893,551312.1789869557
강동구,하늘자리공동생활가정,서울특별시 강동구 동남로85길 152층,(장애인) 장애인공동생활가정,4.0,4.0,213602.4971877893,551312.1789869557
도봉구,주바라기해피홈,서울특별시 도봉구 도봉로169가길 45도봉동,(장애인) 장애인주간보호시설,20.0,20.0,203811.8823153559,564698.3288835813
노원구,동천하우스1,서울특별시 노원구 동일로237바길 8301호 (상계동),(장애인) 장애인공동생활가정,4.0,4.0,204492.81761035757,563831.7023588236
노원구,동천하우스2,서울특별시 노원구 한글비석로24바길 98지성리치빌 201호,(장애인) 장애인공동생활가정,4.0,4.0,206166.76451729733,563010.3982545328
노원구,해맑음보호작업시설,서울특별시 노원구 동일로 1097(공릉동),(장애인) 장애인보호작업장,30.0,30.0,208031.8470560382,558988.9006856988
강북구,강북구수어통역센터,"서울특별시 강북구 도봉로 3885층 (번동,테마빌딩)",(장애인) 수화통역센터,46.0,7115.0,202617.46507024136,560190.7563690895
노원구,그루터기공동생활가정,서울특별시 노원구 동일로191가길 26-0남청파인힐 101동 203호,(장애인) 장애인공동생활가정,4.0,4.0,206309.14149238027,558525.4820546833
관악구,관악구수어통역센터,서울특별시 관악구 쑥고개로 128관악구 장애인 행복센터2층,(장애인) 수화통역센터,44.0,100.0,195637.60922641773,542140.5027025338
도봉구,도봉구수어통역센터,서울특별시 도봉구 마들로13길 153옥산빌딩 4층 (창동),(장애인) 수화통역센터,0.0,0.0,204076.2754937084,561941.4234393394
도봉구,동천하우스4,서울특별시 도봉구 도봉로137길 462층(쌍문동),(장애인) 장애인공동생활가정,4.0,4.0,203526.71958726997,562309.2695121471
도봉구,동천하우스3,서울특별시 도봉구 시루봉로23길 64301호,(장애인) 장애인공동생활가정,4.0,4.0,203650.03736256956,563790.7759912399
서대문구,서울특별시수어통역센터지원본부,서울특별시 서대문구 경기대로 15엘림넷빌딩 3층 (충정로3가),(장애인) 수화통역센터,160.0,243.0,196616.89394446605,551255.944742205
도봉구,인강원,서울특별시 도봉구 평화로15번길 9-25(도봉구),(장애인) 장애유형별거주시설,25.0,22.0,203741.3979285346,566110.7410844362
노원구,가브리엘작업장,서울특별시 노원구 한글비석로24라길 94-13,(장애인) 장애인보호작업장,30.0,20.0,206154.97368808015,562979.5230824049
노원구,가브리엘주간보호센터,서울특별시 노원구 한글비석로24라길 94-13 (상계동),(장애인) 장애인주간보호시설,0.0,11.0,206154.97368808015,562979.5230824049
종로구,더해봄(종로구립장애인근로사업장),서울특별시 종로구 대학로3길 141층 (효제동),(장애인) 장애인근로사업장,47.0,44.0,200159.87078554148,552441.3889371083
노원구,발달장애인단기거주시설 동천휴,서울특별시 노원구 노원로18길 41하계동,(장애인) 장애인단기거주시설,10.0,10.0,206471.52777337804,560533.6658801083
노원구,동천발달장애인주간활동센터,서울특별시 노원구 노원로18길 41(하계동),(장애인) 장애인주간보호시설,25.0,19.0,206471.52777337804,560533.6658801083
노원구,섬김주간보호센터,서울특별시 노원구 덕릉로70가길 92서울특별시립북부장애인복지관내 1층,(장애인) 장애인주간보호시설,0.0,13.0,205009.5387691672,560303.4915635223
노원구,북부장애인직업재활시설,서울특별시 노원구 덕릉로70가길 92 (상계동),(장애인) 장애인보호작업장,0.0,40.0,205009.5387691672,560303.4915635223
노원구,대린직업훈련원,서울특별시 노원구 동일로248길 30상계동,(장애인) 장애인직업적응훈련시설,30.0,32.0,205015.56204986497,564547.0587318793
은평구,위드주간보호센터,서울특별시 은평구 갈현로15길 11-131층,(장애인) 장애인주간보호시설,10.0,13.0,192009.76986472882,556440.2770229676
은평구,시온공동생활가정,서울특별시 은평구 갈현로15길 24-5301호,(장애인) 장애인공동생활가정,4.0,4.0,191899.88132104426,556493.5696921562
은평구,은평공동생활가정,서울특별시 은평구 증산로19길 28-82층,(장애인) 장애인공동생활가정,4.0,4.0,192192.6422167514,555105.3924827123
관악구,꽃새암,서울특별시 관악구 봉천로13길 29-28201호,(장애인) 장애인공동생활가정,4.0,3.0,193852.18628047034,543442.1950587782
관악구,꽃가람,서울특별시 관악구 국회단지21길 13301호,(장애인) 장애인공동생활가정,4.0,2.0,194814.97541997783,543420.5521383394
강동구,소망그룹홈,서울특별시 강동구 양재대로91나길 37301호,(장애인) 장애인공동생활가정,4.0,4.0,211633.4588928566,547450.8613696866
송파구,동안제일복지센터,서울특별시 송파구 거마로 792층 (마천동),(장애인) 장애인보호작업장,30.0,30.0,213012.01218171488,544202.5985407856
강동구,강동그룹홈,서울특별시 강동구 양재대로 1414-8301호,(장애인) 장애인공동생활가정,4.0,4.0,212226.4300970534,548079.5930060478
송파구,송파그룹홈,서울특별시 송파구 토성로5길 16-1201호,(장애인) 장애인공동생활가정,4.0,4.0,210072.79868501908,548037.7587986172
강동구,동안우리복지센터,서울특별시 강동구 풍성로 1462층 (성내동),(장애인) 장애인보호작업장,0.0,33.0,211672.9249541987,547867.8426036914
구로구,사회복지법인 에덴복지재단 에덴하우스,경기도 파주시 소라지로195번길 47-30(신촌동),(장애인) 장애인근로사업장,90.0,90.0,172935.2636851081,570952.7262008631
강동구,해피죤,서울특별시 강동구 상암로 195에이플러스 5층 502호,(장애인) 장애인주간보호시설,15.0,15.0,212741.71308313435,549693.8124145465
은평구,바오로교실주간보호센터,서울특별시 은평구 증산로5길 7 (증산동),(장애인) 장애인주간보호시설,12.0,12.0,191569.07988223486,554259.5459207938
은평구,바오로교실보호작업장,서울특별시 은평구 증산로5길 7 (증산동),(장애인) 장애인보호작업장,30.0,29.0,191569.07988223486,554259.5459207938
강서구,열림일터,서울특별시 강서구 까치산로 136,(장애인) 장애인보호작업장,40.0,43.0,186887.68361515738,550005.3227967832
노원구,아람마을,서울특별시 노원구 월계로 338-16,(장애인) 장애인보호작업장,30.0,30.0,205134.05988895576,558796.1619227958
은평구,은평구립직업재활센터,서울특별시 은평구 녹번로1길 131층 (녹번동)(녹번동),(장애인) 장애인보호작업장,22.0,30.0,193547.30621841692,556170.2885203639
은평구,불광작은예수의집,서울특별시 은평구 연서로37길 21-5,(장애인) 장애인단기거주시설,10.0,10.0,193480.13242410313,558198.1263499672
성북구,성북구수어통역센터,서울특별시 성북구 아리랑로4길 22201호 (동선동4가),(장애인) 수화통역센터,35.0,6707.0,201612.26429122832,555098.2340610141
강동구,아이비주간보호시설,서울특별시 강동구 천중로 874층 (천호동),(장애인) 장애인주간보호시설,10.0,10.0,211979.48377884578,549305.718096812
강동구,아이비장애인단기보호시설,서울특별시 강동구 구천면로39길 122층 (천호동),(장애인) 장애인단기거주시설,10.0,10.0,211653.88054763072,549585.9552451582
강동구,파란마음복지센터,서울특별시 강동구 진황도로 100하이브 313호~316호,(장애인) 장애인보호작업장,0.0,31.0,212134.7793155986,548462.0343276194
관악구,함께사는세상,서울특별시 관악구 국회단지길 671층,(장애인) 장애인보호작업장,30.0,25.0,194776.02639546583,543291.5320171574
마포구,한벗둥지,서울특별시 마포구 월드컵북로12길 98 (성산동),(장애인) 장애인단기거주시설,10.0,10.0,192219.867753161,551749.9570466318
노원구,사랑샘,서울특별시 노원구 중계로 163천애재활원 1층 ,(장애인) 장애인단기거주시설,10.0,10.0,207117.6880689067,561137.4152863285
양천구,하은장애인주간보호시설,서울특별시 양천구 신목로 203층,(장애인) 장애인주간보호시설,10.0,11.0,188965.254017965,546784.5405170604
금천구,기쁨이 싹트는 나무,서울특별시 금천구 시흥대로80길 19-11,(장애인) 장애인공동생활가정,4.0,4.0,191238.04221797019,540007.7318674464
구로구,신나는 집 장애인공동생활가정,서울특별시 구로구 고척로52라길 19-7201호 (개봉동),(장애인) 장애인공동생활가정,4.0,4.0,187107.64301898106,544654.7636161724
중구,제4샬롬장애인공동생활가정,서울특별시 중구 동호로15가길 373층 (신당동),(장애인) 장애인공동생활가정,4.0,3.0,200659.3983802635,550621.4396804046
구로구,예은장애인주간보호시설,서울특별시 구로구 부일로15길 25-5금강빌딩 4층,(장애인) 장애인주간보호시설,10.0,14.0,185245.54712533797,543844.3851385817
양천구,예은장애인공동생활가정,"서울특별시 양천구 오목로46길 17202호 (신정동)(신정동, 예미담)",(장애인) 장애인공동생활가정,4.0,4.0,187791.4782319399,547189.3550188137
양천구,다은장애인공동생활가정,서울특별시 양천구 목동중앙서로9길 20-0한강베스트빌401호,(장애인) 장애인공동생활가정,4.0,3.0,188221.3110515802,548213.408437101
강동구,강동단기보호시설,서울특별시 강동구 구천면로 2222층 (천호동)(천호동),(장애인) 장애인단기거주시설,10.0,10.0,211278.1935457152,549437.0123308052
노원구,성민장애인주간보호소,서울특별시 노원구 노원로32길 42-20,(장애인) 장애인주간보호시설,0.0,15.0,206146.2604357113,561750.9666110391
구로구,라온채,서울특별시 구로구 고척로12길 15-4 (오류동),(장애인) 장애인단기거주시설,10.0,10.0,186141.05231806808,544475.11903759
성북구,해피워크,서울특별시 성북구 오패산로 21-04층,(장애인) 장애인보호작업장,30.0,29.0,203220.07357168317,556109.8561213146
강동구,아이티어빌리티센터,서울특별시 강동구 고덕로 106301호 (암사동),(장애인) 장애인보호작업장,0.0,26.0,213647.14409637422,550741.0829830231
은평구,기원주간보호센터,서울특별시 은평구 통일로87길 6-19,(장애인) 장애인주간보호시설,10.0,10.0,192833.93880614798,558256.1969821338
은평구,한마음 주간보호센터,서울특별시 은평구 연서로17길 473층,(장애인) 장애인주간보호시설,10.0,13.0,192562.72579609233,555676.3793655774
동대문구,하늘꿈터,서울특별시 동대문구 사가정로25길 294층 (장안동),(장애인) 장애인단기거주시설,15.0,10.0,204445.4234031342,552483.1106927138
용산구,용산구수어통역센터,서울특별시 용산구 서빙고로 245 (서빙고동),(장애인) 수화통역센터,150.0,5389.0,199211.1069813451,546777.9784754061
영등포구,시립영등포장애인복지관,서울특별시 영등포구 버드나루로 22(영등포동2가),(장애인) 장애인복지관,,698.0,192553.47722372622,546558.5451399378
노원구,다운주간보호센터,서울특별시 노원구 화랑로 478,(장애인) 장애인주간보호시설,15.0,16.0,207088.52492535577,557709.9623762729
영등포구,모랫말꿈터,서울특별시 영등포구 도영로 37 (도림동),(장애인) 장애인주간보호시설,12.0,19.0,190899.63677452583,545612.7678735564
강동구,강동그린나래복지센터,서울특별시 강동구 고덕로 100-5(암사동),(장애인) 장애인보호작업장,0.0,29.0,212065.94645342923,550543.0516546976
송파구,새생명의집,경기도 이천시 공원로 288-70(모가면 원두리 371),(장애인) 중증장애인거주시설,60.0,50.0,241577.878734436,509030.8033990043
영등포구,성프란치스꼬민들레의집,"서울특별시 영등포구 도신로 146-3, 1층(신길동)101,102호",(장애인) 장애인공동생활가정,6.0,6.0,191859.17485550343,545531.818312122
구로구,햇살터(성프란치스꼬),서울특별시 구로구 남부순환로105라길 25-103층,(장애인) 장애인주간보호시설,12.0,12.0,190292.81751865233,542375.3036876833
송파구,한마음2호공동생활가정,서울특별시 송파구 위례성대로8길 46301호,(장애인) 장애인공동생활가정,4.0,4.0,210451.05741814376,545841.8016335368
금천구,SG누리센터,서울특별시 금천구 시흥대로 182-0 3층 ,(장애인) 장애인단기거주시설,10.0,10.0,191392.71187674737,538988.5051638439
노원구,노원1장애인주간보호센터,"서울특별시 노원구 월계로 372단지 내 복지관 2층 (월계동, 월계사슴1단지아파트)",(장애인) 장애인주간보호시설,14.0,14.0,205341.3040726671,558939.5582523673
강북구,다사랑공동생활가정,서울특별시 강북구 노해로7길 42-5 (수유동)(수유동),(장애인) 장애인공동생활가정,5.0,4.0,201791.31362674356,559817.7665014773
강북구,다향공동생활가정,"서울특별시 강서구 양천로 595101동 1102호 (염창동, 염창금호타운아파트)(염창동, 염창금호타운아파트)",(장애인) 장애인공동생활가정,5.0,4.0,188080.96130568397,550757.02493769
관악구,나자로의집보호작업장,서울특별시 관악구 남부순환로194길 811층,(장애인) 장애인보호작업장,25.0,29.0,194214.39957792443,542542.2982359731
노원구,북부(종합사회복지관)장애인주간보호센터,"서울특별시 노원구 동일로245길 56상계1동 1257번지 (상계동, 북부종합사회복지관)",(장애인) 장애인주간보호시설,15.0,15.0,204607.9795704181,564433.444769953
관악구,실로암장애인근로사업장,서울특별시 관악구 남부순환로 1717 (봉천동),(장애인) 장애인근로사업장,105.0,78.0,194795.13466724256,542621.3149627155
강동구,성분도보호작업장,경기도 광주시 국사봉로 159-10,(장애인) 장애인보호작업장,0.0,31.0,231091.8686796904,524238.2327415054
노원구,중계1호,"서울특별시 노원구 노원로19길 31410동 108호 (중계동, 목화아파트)",(장애인) 장애인공동생활가정,4.0,4.0,206164.4676183605,560396.1815356815
노원구,중계2호그룹홈,"서울특별시 노원구 노원로19길 31412동 105호 (중계동, 목화아파트 4단지)",(장애인) 장애인공동생활가정,4.0,4.0,206161.7642019414,560435.4810190004
노원구,상계(종합사회복지관)장애인주간보호센터,서울특별시 노원구 덕릉로115나길 25상계종합사회복지관 3층 장애인주간보호센터,(장애인) 장애인주간보호시설,0.0,16.0,206912.2790312113,563135.9737567421
노원구,평화장애인주간활동센터,"서울특별시 노원구 노원로 331평화종합사회복지관 내 (중계동, 시영3단지목련아파트)",(장애인) 장애인주간보호시설,15.0,13.0,206104.44622241607,560764.8120419875
영등포구,영등포구주간보호센터,서울특별시 영등포구 신길로 553층,(장애인) 장애인주간보호시설,15.0,14.0,192042.00596128224,545030.9443905181
관악구,에스알씨(SRC)직업재활센터,"경기도 성남시 중원구 둔촌대로 545-0한라시그마밸리 1006호, 1007호",(장애인) 장애인보호작업장,,36.0,215699.01282666097,536969.987800229
은평구,임마누엘신사공동체,서울특별시 은평구 갈현로2가길 13402호,(장애인) 장애인공동생활가정,4.0,4.0,192147.14865666543,555567.8822388219
은평구,임마누엘역촌공동체,서울특별시 은평구 진흥로1길 13-19,(장애인) 장애인공동생활가정,4.0,4.0,192703.15108923658,555756.5773886144
동작구,서울남부주간보호센터,서울특별시 동작구 여의대방로20길 33보라매공원 내 (신대방동),(장애인) 장애인주간보호시설,15.0,14.0,192899.81259540585,543756.2357893371
영등포구,남부장애인공동생활가정1호,"서울특별시 영등포구 도신로48길 9-13501호 (신길동, 다인주택)",(장애인) 장애인공동생활가정,4.0,4.0,192325.81054378639,545666.8015598437
영등포구,남부장애인공동생활가정2호,서울특별시 영등포구 영신로17길 16-016(영등포동 401호),(장애인) 장애인공동생활가정,4.0,2.0,191746.34933890926,546004.5804112907
양천구,한빛장애인주간보호센터,서울특별시 양천구 신월로11길 16.,(장애인) 장애인주간보호시설,13.0,13.0,185875.92519531256,546631.9326203506
금천구,관음의 집,서울특별시 금천구 독산로14길 13201호,(장애인) 장애인공동생활가정,4.0,2.0,191814.97148709695,539209.1423701703
금천구,지장의 집,서울특별시 금천구 독산로14길 13301호,(장애인) 장애인공동생활가정,4.0,4.0,191814.97148709695,539209.1423701703
노원구,노원시각장애인주간보호센터,서울특별시 노원구 상계로23길 42 (상계동),(장애인) 장애인주간보호시설,15.0,12.0,205975.4812035093,562233.8703882372
중랑구,원광장애인주간보호시설,서울특별시 중랑구 신내로 56 (신내동),(장애인) 장애인주간보호시설,12.0,12.0,208478.48182106798,556073.310077563
동작구,보라매주간보호센터,서울특별시 동작구 여의대방로20길 33보라매공원 내 (신대방동),(장애인) 장애인주간보호시설,10.0,11.0,192899.81259540585,543756.2357893371
은평구,정겨우리주간보호센터,서울특별시 은평구 갈현로11길 30 (구산동),(장애인) 장애인주간보호시설,15.0,12.0,192169.36239288645,556778.4864932913
광진구,정립회관주간보호센터,서울특별시 광진구 워커힐로 93 정립회관 내 ,(장애인) 장애인주간보호시설,12.0,12.0,208627.92921028627,550146.9806368324
강서구,강서구수어통역센터,"서울특별시 강서구 발산로 404층 7~8호,419호~421호(서울농수산식품공사강서지사) (외발산동)",(장애인) 수화통역센터,44.0,6252.0,184101.52920953964,550430.6010595841
구로구,구로구수어통역센터,서울특별시 구로구 가마산로 2724층 (구로동),(장애인) 수화통역센터,48.0,48.0,189725.67151825107,543595.5314765207
송파구,삼전주간보호시설,서울특별시 송파구 백제고분로32길 35삼전종합복지관 3층 삼전주간보호시설,(장애인) 장애인주간보호시설,15.0,15.0,208399.85162803356,544421.392902574
구로구,브니엘의 집,서울특별시 구로구 구로중앙로21길 22-1,(장애인) 장애유형별거주시설,25.0,13.0,189995.4848820479,544086.1433709722
노원구,이수경하우스,서울특별시 노원구 덕릉로122길 15-4202호 (상계동),(장애인) 장애인공동생활가정,4.0,4.0,207158.640949485,563262.6789557268
송파구,송파시각장애인축구장,서울특별시 송파구 올림픽로 474,(장애인) 장애인체육시설,0.0,0.0,210388.61133711433,547258.1362848975
송파구,송파구장애인운전교육원,서울특별시 송파구 삼학사로2길 49 (가락동),(장애인) 장애인수련시설,0.0,0.0,208890.85873205322,544138.7413795459
금천구,임마누엘시흥공동체,서울특별시 금천구 독산로50마길 19-10성은빌라 201호 (시흥동),(장애인) 장애인공동생활가정,4.0,4.0,192209.30714769938,540211.2043897163
금천구,임마누엘독산공동체,"서울특별시 금천구 시흥대로118길 44302호 (독산동, 정우파크빌라)",(장애인) 장애인공동생활가정,4.0,4.0,191159.2756779642,540992.975842526
양천구,임마누엘신월공동체,"서울특별시 양천구 오목로11길 9나동 501호 (신월동, 우정쉐르빌)",(장애인) 장애인공동생활가정,4.0,4.0,186264.65451017825,547147.1752563845
양천구,임마누엘신정공동체,"서울특별시 양천구 오목로 148-34301호 (신정동, 오성이지빌)",(장애인) 장애인공동생활가정,4.0,3.0,-4300055.685762217,9751509.766968498
구로구,임마누엘개봉공동체,"서울특별시 구로구 고척로16가길 35102호 (개봉동, 선경빌라)",(장애인) 장애인공동생활가정,4.0,4.0,186283.74209081594,544397.8240768843
구로구,임마누엘구로공동체,"서울특별시 구로구 오리로22가길 38-6201호 (궁동, 호수빌라트)",(장애인) 장애인공동생활가정,4.0,4.0,184973.9112509975,544517.5105903868
강서구,임마누엘화곡1공동체,서울특별시 강서구 등촌로13다길 22-7 (화곡동),(장애인) 장애인공동생활가정,4.0,4.0,187552.86748178364,548458.6338321533
강서구,임마누엘화곡공동체,"서울특별시 강서구 강서로10길 108301호 (화곡동, 소망빌라)",(장애인) 장애인공동생활가정,4.0,4.0,187075.14165669514,547928.3074715735
강서구,임마누엘등촌1공동체,"서울특별시 강서구 화곡로66길 145-15A동 201호 (등촌동, 원상하이빌)",(장애인) 장애인공동생활가정,4.0,4.0,187718.0320359461,550624.0568300348
강서구,기쁜우리복지관부설주간보호시설,서울특별시 강서구 허준로 65,(장애인) 장애인주간보호시설,18.0,18.0,186651.52069523,552197.9334790496
강남구,충현복지관,서울특별시 강남구 논현로98길 16충현복지관,(장애인) 장애인복지관,45.0,807.0,203266.66771095642,544905.5500824316
강남구,해마을주간보호센터,서울특별시 강남구 개포로 617-8.,(장애인) 장애인주간보호시설,13.0,13.0,206871.76483377785,543840.5163157817
중랑구,중랑구수어통역센터,"서울특별시 중랑구 면목로 299용마새마을금고 6,7층 (면목동)",(장애인) 수화통역센터,0.0,77.0,207656.12690371685,553300.8509202567
강남구,성모자애 엠마우스공동생활가정 1,서울특별시 강남구 헌릉로757길 35 (율현동),(장애인) 장애인공동생활가정,4.0,4.0,210568.9483171037,541186.0524238386
강남구,성모자애엠마우스공동생활가정3호,서울특별시 강남구 헌릉로757길 35 (율현동),(장애인) 장애인공동생활가정,4.0,4.0,210568.9483171037,541186.0524238386
강남구,성모자애공동생활가정,서울특별시 강남구 헌릉로757길 35 (율현동),(장애인) 장애인공동생활가정,4.0,4.0,210568.9483171037,541186.0524238386
강남구,성모자애주간보호시설,서울특별시 강남구 헌릉로757길 35.,(장애인) 장애인주간보호시설,15.0,15.0,210568.9483171037,541186.0524238386
강남구,성모자애제2주간보호센터,서울특별시 강남구 헌릉로757길 35.,(장애인) 장애인주간보호시설,15.0,15.0,210568.9483171037,541186.0524238386
강남구,성모자애보호작업장,서울특별시 강남구 헌릉로757길 35,(장애인) 장애인보호작업장,36.0,35.0,210568.9483171037,541186.0524238386
동작구,사랑손주간보호센터,서울특별시 동작구 사당로 188-7 (사당동),(장애인) 장애인주간보호시설,10.0,10.0,197292.76686873878,542846.6857096714
양천구,서울특별시립장애인생산품판매시설,서울특별시 양천구 목동서로 33(목동),(장애인) 장애인생산품판매시설,100.0,0.0,189582.84945650888,548650.9031100739
동작구,동작구립장애인보호작업장,서울특별시 동작구 등용로12길 57동작구립장애인보호작업장,(장애인) 장애인보호작업장,35.0,42.0,194027.60572749784,545827.2142151017
성동구,성동주간보호센터,서울특별시 성동구 청계천로 506성동장애인종합복지관 1층 (마장동),(장애인) 장애인주간보호시설,12.0,12.0,202986.94171733616,552323.3447897712
성동구,성모보호작업장,서울특별시 성동구 금호산9가길 57-10,(장애인) 장애인보호작업장,42.0,42.0,201639.05327124917,550382.2627707375
성동구,성동보호작업장,서울특별시 성동구 청계천로 506-0성동장애인종합복지관 1층,(장애인) 장애인보호작업장,30.0,30.0,202986.94171733616,552323.3447897712
성동구,성동장애인복지관공동생활가정(믿음의집),서울특별시 성동구 금호산9가길 57-102층,(장애인) 장애인공동생활가정,4.0,4.0,201653.01521004297,550379.291057956
성동구,성동장애인복지관공동생활가정(소망의집),서울특별시 성동구 금호산9가길 57-103층,(장애인) 장애인공동생활가정,4.0,4.0,201653.01521004297,550379.291057956
성동구,성동장애인복지관공동생활가정(사랑의집),서울특별시 성동구 금호산9가길 57-104층 (금호동2가),(장애인) 장애인공동생활가정,4.0,4.0,201653.01521004297,550379.291057956
성동구,성동장애인복지관 공동생활가정(기쁨의 집),"서울특별시 성동구 무수막14길 10202호 (금호동2가, 대우빌라)",(장애인) 장애인공동생활가정,4.0,4.0,201873.85021474562,550308.8494382021
광진구,광진장애인보호작업장,서울특별시 광진구 동일로80길 20,(장애인) 장애인보호작업장,32.0,31.0,207150.9837264096,552284.4110393765
은평구,은평구수어통역센터,서울특별시 은평구 증산서길 821층,(장애인) 수화통역센터,57.0,5186.0,191746.81520700554,553767.5980335032
광진구,정립장애인보호작업장,서울특별시 광진구 워커힐로 93정립회관 체육관 1층,(장애인) 장애인보호작업장,30.0,26.0,208627.92921028627,550146.9806368324
광진구,정립전자,서울특별시 광진구 워커힐로 93정립전자,(장애인) 장애인근로사업장,300.0,83.0,208593.19605998945,550058.2873039338
동작구,보라매그룹홈,서울특별시 동작구 보라매로13길 21301호,(장애인) 장애인공동생활가정,4.0,4.0,193530.06741200364,544083.7553468554
도봉구,자운그룹홈,서울특별시 도봉구 도봉로185길 14201호(도봉동),(장애인) 장애인공동생활가정,4.0,3.0,203878.3992618602,565079.8786720174
서초구,까리따스장애인주간보호센터,서울특별시 서초구 남부순환로 2124 (방배동),(장애인) 장애인주간보호시설,10.0,12.0,198603.460519148,541703.2556035531
서초구,사랑의일터,서울특별시 서초구 효령로55길 287층 (서초동),(장애인) 장애인보호작업장,32.0,26.0,199157.9964146248,542242.2652490529
강서구,교남공동생활가정4호,서울특별시 강서구 까치산로8길 44301호,(장애인) 장애인공동생활가정,4.0,4.0,186368.27420886868,549195.1784094181
강서구,교남공동생활가정1호,서울특별시 강서구 까치산로16길 21301호,(장애인) 장애인공동생활가정,4.0,4.0,186637.65908687923,549622.0345493886
구로구,구로구립장애인보호작업장,서울특별시 구로구 경인로 21 (온수동),(장애인) 장애인보호작업장,54.0,54.0,184143.23234966266,543641.506902534
노원구,동천재활체육시설,서울특별시 노원구 노원로18길 41 (하계동),(장애인) 장애인체육시설,100.0,65.0,206471.52777337804,560533.6658801083
강서구,교남공동생활가정5호,서울특별시 강서구 화곡로31길 5-6201호,(장애인) 장애인공동생활가정,4.0,3.0,186110.85320741165,549364.784090624
서초구,서초구수어통역센터,서울특별시 서초구 서운로23길 17명달공원 경로당내,(장애인) 수화통역센터,41.0,5647.0,201866.17788071954,544332.8355569363
동작구,서울남부보호작업장,서울특별시 동작구 여의대방로20길 33 (신대방동),(장애인) 장애인보호작업장,43.0,39.0,194031.3464727495,545619.032613259
강동구,서울장애인종합복지관,서울특별시 강동구 고덕로 201 (고덕동),(장애인) 장애인복지관,0.0,2000.0,213108.39034659293,550678.8718979873
노원구,오뚜기뇌성마비인주간보호센터,"서울특별시 노원구 덕릉로70가길 96 (상계6,7동771)",(장애인) 장애인주간보호시설,0.0,13.0,205906.97059190826,561694.919974473
송파구,참사랑주간보호센터,서울특별시 송파구 마천로 893층,(장애인) 장애인주간보호시설,10.0,11.0,212262.756615705,544698.2958176517
강북구,번동보호작업장,"서울특별시 강북구 한천로 115길 20501동(번동, 주공)",(장애인) 장애인보호작업장,35.0,39.0,203292.1354074496,559224.7213029555
중구,여성시각장애인주간보호센터,서울특별시 중구 소공로4길 15 (회현동2가),(장애인) 장애인주간보호시설,10.0,10.0,198433.53036840548,551190.9081243305
마포구,맑음터단기보호시설,서울특별시 마포구 백범로 73-11,(장애인) 장애인단기거주시설,25.0,10.0,194741.22130806115,549967.1498108106
